ticket,var name,definition,category,file,source,url,nominal
TEXP0100,exportaciones fob total,"Exportaciones FOB, Total",Trade,bce_bc.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TEXP0110,exportaciones fob petroleras,"Exportaciones FOB, Petroleras",Trade,bce_bc.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TEXP0120,exportaciones fob no petroleras,"Exportaciones FOB, No Petroleras",Trade,bce_bc.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TIMP0100,importaciones fob total,"Importaciones FOB, Total",Trade,bce_bc.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TIMP0110,importaciones fob petroleras,"importaciones FOB, Petroleras",Trade,bce_bc.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TIMP0120,importaciones fob no petroleras,"Importaciones FOB, No petroleras",Trade,bce_bc.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TBAL0000,balanza comercial total,"Balanza comercial, Total (comercio exterior)",Trade,bce_bc.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TBAL0010,balanza comercial petrolera,"Balanza comercial, Petrolera (comercio exterior)",Trade,bce_bc.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TBAL0020,balanza comercial no petrolera,"Balanza comercial, No petrolera (comercio exterior)",Trade,bce_bc.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TACT0000,activos de reserva,Activos de reserva,Trade,bce_bp.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/SectorExterno/BalanzaPagos/indice.htm,1
TBAL0001,balanza comercial,Balanza comercial BOP,Trade,bce_bp.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/SectorExterno/BalanzaPagos/indice.htm,1
TACC0000,cuenta corriente,Cuenta corriente BOP,Trade,bce_bp.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/SectorExterno/BalanzaPagos/indice.htm,1
TACC0010,cuenta de capital,Cuenta de capital,Trade,bce_bp.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/SectorExterno/BalanzaPagos/indice.htm,1
TACC0020,cuenta financiera,Cuenta financiera BOP,Trade,bce_bp.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/SectorExterno/BalanzaPagos/indice.htm,1
TINC0000,ingreso primario,Ingreso primario,Trade,bce_bp.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/SectorExterno/BalanzaPagos/indice.htm,1
TINC0010,ingreso secundario,Ingreso secundario,Trade,bce_bp.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/SectorExterno/BalanzaPagos/indice.htm,1
TSER0000,servicios,Servicios,Trade,bce_bp.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/SectorExterno/BalanzaPagos/indice.htm,0
TEXP0201,oro polvo kg,"Exportaciones de Oro, En polvo (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0202,oro las demas formas en bruto kg,"Exportaciones de Oro, En las demás formas en bruto (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0203,oro las demas formas semilabradas kg,"Exportaciones de Oro, En las demás formas semilabradas (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0204,oro para uso monetario kg,"Exportaciones de Oro, Para uso monetario (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0205,oro minerales de oro y sus concentrados kg,"Exportaciones de Oro, Sus minerales y concentrados (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0206,oro kg,Exportaciones de Oro (kilogramos),Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0211,plata polvo kg,"Exportaciones de Plata, En polvo (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0212,plata sin alear kg,"Exportaciones de Plata, Sin alear (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0213,plata minerales de plata y sus concentrados kg,"Exportaciones de Plata, Sus minerales y concentrados (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0221,cobre y sus concentrados kg,"Exportaciones de Cobre, Sus minerales y concentrados (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0231,plomo y sus concentrados kg,"Exportaciones de Plomo, Sus minerales y concentrados (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0222,cobre  a base de cobrecinc kg,"Exportaciones de Cobre, A base de cobre-cinc (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0223,cobre  a base de cobreestano kg,"Exportaciones de Cobre, A base de cobre-estaño (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0224,cobre  las demas kg,"Exportaciones de Cobre, Las demás formas (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0232,plomo refinado kg,"Exportaciones de Plomo, Refinado (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0233,plomo  con antimonio como el otro elemento predominante en peso kg,"Exportaciones de Plomo, Con antimonio como el otro elemento predominante en peso (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0234,plomo  kg,Exportaciones de Plomo (kilogramos),Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0230,plomo total kg exports,"Exportaciones de Plomo, Total (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0200,oro total kg exports,"Exportaciones de Oro, Total (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0220,cobre total kg exports,"Exportaciones de Cobre, Total (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0210,plata total kg exports,"Exportaciones de Plata, Total (kilogramos)",Trade,bce_export.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/Hidrocarburos/ExportacionesAnuales.xlsx,0
TEXP0000,total exportaciones   ,"Exportaciones, Total",Trade,bce_exports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TEXP0010,exportaciones petroleras    total,"Exportaciones petroleras, Total",Trade,bce_exports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TEXP0011,exportaciones petroleras   petroleo crudo,"Exportaciones petroleras, Petroleo crudo",Trade,bce_exports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TEXP0012,exportaciones petroleras   derivados,"Exportaciones petroleras, Derivados",Trade,bce_exports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TEXP0020,exportaciones no petroleras  total  ,"Exportaciones no petroleras, Total",Trade,bce_exports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TEXP0021,exportaciones no petroleras tradicionales total,"Exportaciones no petroleras: Tradicionales, Total",Trade,bce_exports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TEXP0022,exportaciones no petroleras tradicionales banano y platano,Exportaciones no petroleras: Banano y plátano,Trade,bce_exports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TEXP0023,exportaciones no petroleras tradicionales cafe y elaborados,Exportaciones no petroleras: Café y elaborados del mismo,Trade,bce_exports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TEXP0024,exportaciones no petroleras tradicionales camaron,Exportaciones no petroleras: Camarón,Trade,bce_exports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TEXP0025,exportaciones no petroleras tradicionales cacao y elaborados,Exportaciones no petroleras: Cacao y elaborados del mismo,Trade,bce_exports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TEXP0026,exportaciones no petroleras tradicionales atun y pescado,Exportaciones no petroleras: Atún y pescado,Trade,bce_exports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TEXP0027,exportaciones no petroleras  no tradicionales  ,"Exportaciones no petroleras: No tradicionales, Total",Trade,bce_exports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
RGDP0000,gdp_movil,"PIB Trimestral. Niveles de Volumen Encadenados, 2018 = 100 Miles de USD, Datos Ajustados de Estacionalidad",Real,bce_gdp.csv,BCE,https://contenido.bce.fin.ec/documentos/informacioneconomica/cuentasnacionales/ix_cuentasnacionalestrimestrales.html,0
XICC0000,icc,Indice de Confianza del Consumidor,Expectations,bce_icc.csv,BCE,https://contenido.bce.fin.ec/documentos/Estadisticas/SectorReal/Previsiones/IndCoyuntura/mensual/ICC_indice.htm,0
RIDE0000,ideac,Indice de Actividad Económica Coyuntural (IDEAC),Real,bce_ideac.csv,BCE,https://www.bce.fin.ec/index.php/component/k2/item/313-indice-de-actividad-econ%C3%B3mica-coyuntural-ideac,0
XIND0000,iee_global,Indice de Expectativas de la Economía Global,Expectations,bce_iee.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/Encuestas/EOE/eoeindice.htm,0
XIND0001,iee_comercio,Indice de Expectativas de la Economía Comercio,Expectations,bce_iee.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/Encuestas/EOE/eoeindice.htm,0
XIND0002,iee_construccion,Indice de Expectativas de la Economía Construcción,Expectations,bce_iee.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/Encuestas/EOE/eoeindice.htm,0
XIND0003,iee_manufactura,Indice de Expectativas de la Economía Manufactura,Expectations,bce_iee.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/Encuestas/EOE/eoeindice.htm,0
XIND0004,iee_servicios,Indice de Expectativas de la Economía Servicios,Expectations,bce_iee.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/Encuestas/EOE/eoeindice.htm,0
TIMP0000,total importaciones  ,"Importaciones, Total",Trade,bce_imports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TIMP0010,importaciones bienes de consumo total,"Importaciones de bienes de consumo, Total",Trade,bce_imports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TIMP0011,importaciones bienes de consumo no duraderos,Importaciones de bienes de consumo: No duraderos,Trade,bce_imports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TIMP0012,importaciones bienes de consumo duraderos,Importaciones de bienes de consumo: Duraderos,Trade,bce_imports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
TIMP0013,importaciones bienes de consumo  trafico postal internacional y correos rapidos,Importaciones de bienes de consumo: Tráfico postal internacional y correos rápidos,Trade,bce_imports.csv,BCE,https://contenido.bce.fin.ec/documentos/PublicacionesNotas/Catalogo/IEMensual/Indices/m2068062024.html,1
