date,MRIN0030
2014-06-01,27.783527
2014-07-01,27.521487
2014-08-01,27.20244
2014-09-01,26.561067
2014-10-01,26.484927
2014-11-01,26.239564
2014-12-01,25.900884
2015-01-01,25.210971
2015-02-01,25.174399
2015-03-01,24.624755
2015-04-01,25.105472
2015-05-01,24.77168
2015-06-01,25.054759
2015-07-01,24.846502
2015-08-01,25.091372
2015-09-01,24.962846
2015-10-01,24.840676
2015-11-01,24.357735
2015-12-01,24.618501
2016-01-01,24.505606
2016-02-01,24.475353
2016-03-01,24.962801
2016-04-01,25.113589
2016-05-01,24.811783
2016-06-01,24.74033
2016-07-01,24.643763
2016-08-01,24.616633
2016-09-01,22.802562
2016-10-01,22.443814
2016-11-01,21.181273
2016-12-01,21.033729
2017-01-01,21.260599
2017-02-01,19.873771
2017-03-01,19.901198
2017-04-01,20.109033
2017-05-01,18.746218
2017-06-01,18.841959
2017-07-01,19.063503
2017-08-01,17.148283
2017-09-01,17.147192
2017-10-01,17.042729
2017-11-01,15.191919
2017-12-01,15.285405
2018-01-01,15.639492
2018-02-01,13.15885
2018-03-01,13.229654
2018-04-01,13.085224
2018-05-01,10.482245
2018-06-01,10.40766
2018-07-01,10.395081
2018-08-01,7.697928
2018-09-01,7.6642
2018-10-01,7.592131
2018-11-01,4.896528
2018-12-01,4.92329
2019-01-01,4.95837
2019-02-01,2.001902
2019-03-01,1.987968
2019-04-01,6.141683
2019-05-01,1.340175
2019-06-01,1.352423
2019-07-01,7.345491
2019-08-01,0.673419
2019-09-01,0.670943
2019-10-01,8.955197
2019-11-01,2.121405
2019-12-01,0.822547
2020-01-01,7.7038
2020-02-01,11.624346
2020-03-01,9.35313
2020-04-01,9.364095
2020-05-01,6.724184
2020-06-01,6.742611
2020-07-01,15.403787
2020-08-01,6.882964
2020-09-01,20.903655
2020-10-01,13.815553
2020-11-01,0.27839
2020-12-01,32.196755
2021-01-01,32.208603
2021-02-01,1.089749
2021-03-01,1.073046
2021-04-01,39.907571
2021-05-01,1.941892
2021-06-01,8.012137
2021-07-01,46.602127
2021-08-01,960.52658
2021-09-01,8.01631
2021-10-01,60.844947
2021-11-01,20.727766
2021-12-01,20.709862
2022-01-01,64.435367
2022-02-01,20.840037
2022-03-01,20.663062
2022-04-01,63.229164
2022-05-01,18.68026
2022-06-01,15.317633
2022-07-01,69.668103
2022-08-01,9.469906
2022-09-01,9.31374
2022-10-01,85.070806
2022-11-01,0.49072845
2022-12-01,0.22054148
2023-01-01,120.23729305
2023-02-01,3.03929752
2023-03-01,3.07690019
2023-04-01,135.08795152
2023-05-01,3.91363217
2023-06-01,3.921327
2023-07-01,151.95125848
2023-08-01,5.04225738
2023-09-01,4.9855389
2023-10-01,154.00583018
2023-11-01,7.69102737
2023-12-01,7.73936704
2024-01-01,158.61273693
2024-02-01,12.14094509
2024-03-01,12.10317497
2024-04-01,154.25752277
2024-05-01,15.38843296
2024-06-01,7.71144776
2024-07-01,162.64928457
2024-08-01,12.20300541
2024-09-01,12.29145071
2024-10-01,181.58375536
2024-11-01,20.08893891
2024-12-06,20.14734455
2024-12-13,20.04444666
2024-12-20,19.93772642
2024-12-27,18.86222035


 Definition: Reservas Internacionales: DEGs. Source: BCE
