date,MCAP0100
2018-06-01,12339.856732
2018-07-01,12632.163372
2018-08-01,12409.344357000002
2018-09-01,12144.239271
2018-10-01,12060.561771
2018-11-01,12114.443667
2018-12-01,12065.213906
2019-01-01,12020.265242
2019-02-01,12287.190736
2019-03-01,12086.586714
2019-04-01,11817.408053
2019-05-01,11851.970221
2019-06-01,11964.158497
2019-07-01,12320.074937
2019-08-01,12082.6244
2019-09-01,12109.575965
2019-10-01,11945.934287
2019-11-01,12036.935346
2019-12-01,12293.43308
2020-01-01,12010.229957
2020-02-01,12388.150916
2020-03-01,11557.880651
2020-04-01,11173.589147
2020-05-01,11177.059974000002
2020-06-01,11405.874773
2020-07-01,11361.448197
2020-08-01,11547.028051
2020-09-01,11546.076266
2020-10-01,12225.855541
2020-11-01,12420.376232
2020-12-01,12975.905788
2021-01-01,12634.386799
2021-02-01,12721.217435
2021-03-01,13440.966745
2021-04-01,12876.530252
2021-05-01,13033.792233
2021-06-01,13115.309276
2021-07-01,13355.542009
2021-08-01,13537.763389
2021-09-01,13994.697171
2021-10-01,13996.594461
2021-11-01,14463.684105
2021-12-01,14671.576141
2022-01-01,14790.531254999998
2022-02-01,14842.479143
2022-03-01,15697.418471
2022-04-01,15154.875300999998
2022-05-01,15312.470982
2022-06-01,15241.202088
2022-07-01,14938.087038999998
2022-08-01,15303.908142
2022-09-01,15784.172286
2022-10-01,15580.326012
2022-11-01,15281.711289
2022-12-01,14985.42708842
2023-01-01,15304.35367782
2023-02-01,14938.91920263
2023-03-01,15719.237283989998
2023-04-01,14614.20934787
2023-05-01,14780.24221839
2023-06-01,14493.643194809987
2023-07-01,14514.16666679997
2023-08-01,14669.974282859976
2023-09-01,14182.022457509998
2023-10-01,13959.71415841
2023-11-01,14035.09963029
2023-12-01,13390.20215782
2024-01-01,13367.676710159996
2024-02-01,13786.1408423
2024-03-01,13620.359839719978
2024-04-01,13347.31773152
2024-05-01,13601.07190892
2024-06-01,13830.26177903
2024-07-01,13716.4213085
2024-08-01,14109.70917102
2024-09-01,13813.06507925


 Definition: Captaciones por Depósitos a la vista, Panorama Financiero. Source: BCE
