date,MMUL0000
2023-02-01,1.0730741569998692
2023-03-01,1.1026462812860536
2023-04-01,1.080533472369763
2023-05-01,1.0856811227613583
2023-06-01,1.0881379848514394
2023-07-01,1.092134362578768
2023-08-01,1.1027547840984273
2023-09-01,1.0871294056163148
2023-10-01,1.0898079740787148
2023-11-01,1.1130972008457485
2023-12-01,1.1018177003999217
2024-01-01,1.1101092045893464
2024-02-01,1.1084785287099093
2024-03-01,1.1054887189249265
2024-04-01,1.091261472894183
2024-05-01,1.0659944225541818
2024-06-01,1.0555709729951317
2024-07-01,1.0572571420930308
2024-08-01,1.0359425152366972
2024-09-01,1.0374294752343478


 Definition: Multiplicador M1/BM (MOFE0000/MBAS0000). Source: BCE
