date,MPFN0011
2015-10-01,8726.49
2015-11-01,8542.1
2015-12-01,8873.87
2016-01-01,8742.67
2016-02-01,8640.84
2016-03-01,8611.96
2016-04-01,8843.18
2016-05-01,8544.29
2016-06-01,8661.660000000002
2016-07-01,8781.64
2016-08-01,9046.46
2016-09-01,9138.15
2016-10-01,9232.28
2016-11-01,9300.1
2016-12-01,10031.76
2017-01-01,9795.19
2017-02-01,10011.4
2017-03-01,10143.37
2017-04-01,10532.01
2017-05-01,10427.97
2017-06-01,10543.85
2017-07-01,10407.06
2017-08-01,10486.15
2017-09-01,10445.59
2017-10-01,10376.91
2017-11-01,10468.52
2017-12-01,11256.11
2018-01-01,10891.79
2018-02-01,10918.79
2018-03-01,11092.92
2018-04-01,11521.37
2018-05-01,11307.0
2018-06-01,11347.81
2018-07-01,11193.98
2018-08-01,11217.52
2018-09-01,11088.52
2018-10-01,10983.02
2018-11-01,10867.77
2018-12-01,11572.69
2019-01-01,11118.64
2019-02-01,11156.3
2019-03-01,11136.26
2019-04-01,11451.6
2019-05-01,11340.32
2019-06-01,11282.65
2019-07-01,11291.62
2019-08-01,11443.25
2019-09-01,11042.740000000002
2019-10-01,11230.88
2019-11-01,11217.85
2019-12-01,11878.11
2020-01-01,11578.45
2020-02-01,11585.99
2020-03-01,11509.08
2020-04-01,11983.54
2020-05-01,11893.41
2020-06-01,11812.39
2020-07-01,11817.52
2020-08-01,11944.07
2020-09-01,11944.62
2020-10-01,12364.23
2020-11-01,12116.96
2020-12-01,13399.31
2021-01-01,12966.96
2021-02-01,12946.56
2021-03-01,13065.59
2021-04-01,13471.5
2021-05-01,13272.475577
2021-06-01,13385.123939
2021-07-01,13542.324147
2021-08-01,13697.124175
2021-09-01,13843.232833
2021-10-01,13903.800421
2021-11-01,13734.814789
2021-12-01,14764.878853
2022-01-01,14323.42195
2022-02-01,14558.946532
2022-03-01,14669.961447
2022-04-01,15244.426527
2022-05-01,15065.068637
2022-06-01,15037.884018
2022-07-01,14982.689767
2022-08-01,15151.021643
2022-09-01,15057.254949
2022-10-01,14836.332845
2022-11-01,14770.126155
2022-12-01,15722.670463
2023-01-01,15202.257435
2023-02-01,15097.505341
2023-03-01,15320.205963
2023-04-01,15832.595064
2023-05-01,15429.929608
2023-06-01,15342.376965
2023-07-01,15139.6859859999
2023-08-01,15418.726782000002
2023-09-01,15207.57128
2023-10-01,15017.556693
2023-11-01,14613.607359
2023-12-01,15885.851946
2024-01-01,15189.286322999998
2024-02-01,15310.549496
2024-03-01,15352.717795
2024-04-01,15769.026487
2024-05-01,15763.456905
2024-06-01,15923.940255
2024-07-01,15911.436385
2024-08-01,16381.764614
2024-09-01,16397.752529
2024-10-01,16046.461688


 Definition: Panorama financiero de cuasi-dinero: Ahorro. Source: BCE
